,t1,trgt,pt,sl
2010-06-01 10:37:38,2010-06-01 15:54:42,0.015185308560396713,1,1
2010-06-01 10:49:27,2010-06-01 15:54:42,0.0150619427921461,1,1
2010-06-01 11:04:25,2010-06-01 15:54:42,0.014824470315443294,1,1
2010-06-01 11:15:47,2010-06-04 12:08:19,0.01475229470501837,1,1
2010-06-01 11:34:05,2010-06-01 15:54:42,0.014650232795002098,1,1
2010-06-01 11:47:27,2010-06-03 09:30:34,0.014600679070875044,1,1
2010-06-01 11:57:56,2010-06-03 09:30:34,0.014560403618038443,1,1
2010-06-01 12:06:47,2010-06-03 09:53:53,0.014490715750138125,1,1
2010-06-01 12:18:08,2010-06-03 09:53:53,0.014416514226670571,1,1
2010-06-01 12:38:27,2010-06-01 15:54:42,0.014323978789066688,1,1
2010-06-01 12:41:57,2010-06-01 15:54:42,0.014222330248491774,1,1
2010-06-01 12:45:28,2010-06-01 15:54:42,0.01412862945503233,1,1
2010-06-01 12:49:07,2010-06-01 15:54:42,0.014038656615454607,1,1
2010-06-01 12:55:09,2010-06-03 09:53:53,0.01395473251715514,1,1
2010-06-01 12:56:58,2010-06-03 09:30:34,0.013794248123968867,1,1
2010-06-01 13:09:36,2010-06-03 09:30:34,0.013711734564793871,1,1
2010-06-01 13:33:42,2010-06-01 15:46:29,0.013583208445660898,1,1
2010-06-01 13:50:06,2010-06-01 15:46:29,0.013459685248875539,1,1
2010-06-01 14:00:01,2010-06-01 15:54:42,0.013375566065035899,1,1
2010-06-01 14:01:24,2010-06-03 09:30:34,0.01329999309790446,1,1
2010-06-01 14:05:35,2010-06-03 09:30:34,0.013241361653899752,1,1
2010-06-01 14:14:07,2010-06-03 09:30:34,0.013165308546684943,1,1
2010-06-01 14:24:22,2010-06-03 09:30:34,0.013083480170390953,1,1
2010-06-01 14:41:40,2010-06-01 15:54:42,0.012988306749766986,1,1
2010-06-01 14:55:58,2010-06-03 09:30:34,0.01293875346675409,1,1
2010-06-01 15:06:49,2010-06-03 09:30:34,0.01286809669484762,1,1
2010-06-01 15:21:34,2010-06-02 15:54:35,0.012793035993145931,1,1
2010-06-01 15:34:01,2010-06-03 09:30:34,0.01275500124713235,1,1
2010-06-01 15:46:29,2010-06-02 15:24:44,0.01281151579357704,1,1
2010-06-01 15:54:42,2010-06-02 14:47:09,0.012972862780670703,1,1
2010-06-02 09:29:58,2010-06-02 15:24:44,0.013012682795965033,1,1
2010-06-02 09:30:00,2010-06-02 15:33:13,0.013021192178957516,1,1
2010-06-02 09:30:17,2010-06-02 15:24:44,0.01303560627203053,1,1
2010-06-02 09:30:59,2010-06-02 15:54:35,0.013015232213088979,1,1
2010-06-02 09:31:52,2010-06-02 15:54:35,0.012984378667374995,1,1
2010-06-02 09:38:13,2010-06-02 15:24:44,0.012855311590131327,1,1
2010-06-02 09:52:38,2010-06-02 14:47:09,0.0127553848020707,1,1
2010-06-02 09:53:51,2010-06-02 14:47:09,0.012664949770273166,1,1
2010-06-02 10:00:12,2010-06-02 14:55:47,0.012546552977444406,1,1
2010-06-02 10:09:29,2010-06-02 14:55:47,0.012460360695571947,1,1
2010-06-02 10:19:45,2010-06-02 15:33:13,0.012348103716962364,1,1
2010-06-02 10:38:34,2010-06-02 15:54:35,0.012272429599996413,1,1
2010-06-02 10:56:25,2010-06-02 14:55:47,0.012230474383343175,1,1
2010-06-02 11:15:19,2010-06-02 15:54:35,0.012123967099119367,1,1
2010-06-02 11:33:30,2010-06-02 15:54:35,0.012004607213211166,1,1
2010-06-02 11:47:02,2010-06-03 09:30:34,0.011885732707011253,1,1
2010-06-02 11:55:32,2010-06-03 09:30:34,0.011778905663175887,1,1
2010-06-02 12:16:47,2010-06-03 09:30:34,0.011666945350482022,1,1
2010-06-02 13:13:09,2010-06-03 09:30:34,0.01144866533721349,1,1
2010-06-02 13:49:39,2010-06-03 09:30:34,0.011345241764882188,1,1
2010-06-02 14:19:18,2010-06-02 15:54:35,0.011232443874217027,1,1
2010-06-02 14:47:09,2010-06-03 09:30:34,0.011148500609124298,1,1
2010-06-02 14:55:47,2010-06-03 09:53:53,0.011076719224049665,1,1
2010-06-02 15:05:36,2010-06-03 09:53:53,0.011050292739711162,1,1
2010-06-02 15:24:44,2010-06-04 09:30:00,0.011124388421347789,1,1
2010-06-02 15:33:13,2010-06-04 09:30:00,0.01121092969093341,1,1
2010-06-02 15:40:34,2010-06-04 09:30:00,0.011234473899600545,1,1
2010-06-02 15:46:02,2010-06-04 09:30:00,0.011264606236397095,1,1
2010-06-02 15:50:31,2010-06-04 09:30:00,0.011406961231089901,1,1
2010-06-02 15:54:35,2010-06-04 09:30:00,0.011610823961116713,1,1
2010-06-03 09:30:34,2010-06-04 09:30:00,0.012007802359652993,1,1
2010-06-03 09:44:26,2010-06-04 09:30:00,0.012329229406046173,1,1
2010-06-03 09:53:53,2010-06-04 09:30:00,0.01287749888383008,1,1
2010-06-03 10:17:41,2010-06-04 09:30:00,0.013206960275031984,1,1
2010-06-03 10:39:30,2010-06-04 09:30:00,0.013258045348602131,1,1
2010-06-03 11:01:40,2010-06-04 09:30:00,0.013491495086174967,1,1
2010-06-03 11:20:31,2010-06-04 09:30:00,0.013544416613628051,1,1
2010-06-03 12:18:56,2010-06-04 09:30:00,0.01346421386404153,1,1
2010-06-03 12:52:05,2010-06-04 09:30:00,0.013355386462124535,1,1
2010-06-03 13:28:43,2010-06-04 11:26:29,0.013230254536662553,1,1
2010-06-03 14:05:05,2010-06-04 09:30:00,0.013131101868314508,1,1
2010-06-03 14:30:18,2010-06-04 09:30:00,0.013092997178931597,1,1
2010-06-03 15:01:26,2010-06-04 09:30:00,0.012989995781377285,1,1
2010-06-03 15:28:28,2010-06-04 09:30:00,0.01288825579467357,1,1
2010-06-03 15:45:01,2010-06-04 09:30:00,0.012779239329045376,1,1
2010-06-03 15:52:33,2010-06-04 09:30:00,0.012658295362265015,1,1
2010-06-04 09:30:00,2010-06-04 14:52:26,0.012796230994336643,1,1
2010-06-04 09:52:11,2010-06-04 14:38:43,0.012971054186188966,1,1
2010-06-04 10:04:15,2010-06-04 14:48:51,0.013220986004378753,1,1
2010-06-04 10:21:15,2010-06-04 14:38:43,0.013373460512577552,1,1
2010-06-04 10:26:53,2010-06-04 14:38:43,0.01348496199554738,1,1
2010-06-04 10:43:41,2010-06-04 14:38:43,0.013487195215895456,1,1
2010-06-04 10:48:19,2010-06-04 14:38:43,0.013506869645535859,1,1
2010-06-04 11:07:45,2010-06-04 14:48:51,0.013616915290890742,1,1
2010-06-04 11:26:29,2010-06-04 15:43:59,0.013854588282134263,1,1
2010-06-04 11:48:11,2010-06-04 15:33:38,0.01400288359409281,1,1
2010-06-04 12:08:19,2010-06-07 14:46:29,0.014322987045917304,1,1
2010-06-04 12:25:05,2010-06-04 15:43:59,0.014383854345805707,1,1
2010-06-04 12:52:02,2010-06-04 15:43:59,0.014428931289171935,1,1
2010-06-04 13:22:00,2010-06-07 14:46:29,0.01448133387597112,1,1
2010-06-04 13:51:01,2010-06-07 14:46:29,0.014490083120057784,1,1
2010-06-04 14:16:26,2010-06-07 15:18:56,0.014557663709129061,1,1
2010-06-04 14:27:27,2010-06-07 15:28:42,0.014644891265034963,1,1
2010-06-04 14:38:43,2010-06-07 15:28:42,0.014829064394913815,1,1
2010-06-04 14:48:51,2010-06-07 15:41:23,0.015044663074259628,1,1
2010-06-04 14:52:26,2010-06-08 10:44:17,0.01532118874819708,1,1
2010-06-04 15:06:15,2010-06-07 15:44:40,0.015590480853173803,1,1
2010-06-04 15:14:48,2010-06-07 15:44:40,0.01581659587662797,1,1
2010-06-04 15:33:38,2010-06-08 10:44:17,0.01617637254110607,1,1
2010-06-04 15:40:17,2010-06-08 10:44:17,0.0164708178981642,1,1
2010-06-04 15:43:59,2010-06-08 11:13:35,0.016876146400881926,1,1
2010-06-04 15:47:31,2010-06-08 10:44:17,0.01713885381423519,1,1
2010-06-04 15:52:35,2010-06-08 10:44:17,0.017339355017407677,1,1
2010-06-04 15:59:07,2010-06-08 11:13:35,0.01753530524024975,1,1
2010-06-07 09:30:00,2010-06-07 15:58:59,0.01748206917529441,1,1
2010-06-07 09:41:36,2010-06-08 11:13:35,0.01735343950300549,1,1
2010-06-07 09:53:42,2010-06-08 10:44:17,0.017263761826961876,1,1
2010-06-07 10:10:19,2010-06-07 15:58:59,0.017206694874323882,1,1
2010-06-07 10:21:22,2010-06-07 15:58:59,0.0171385005155132,1,1
2010-06-07 10:34:16,2010-06-08 10:44:17,0.01704142442814488,1,1
2010-06-07 10:46:55,2010-06-08 10:44:17,0.016910442519285373,1,1
2010-06-07 10:59:28,2010-06-09 11:35:43,0.016753113241907834,1,1
2010-06-07 11:07:20,2010-06-10 09:51:37,0.016602315598631488,1,1
2010-06-07 11:13:17,2010-06-10 09:34:11,0.016450631005814485,1,1
2010-06-07 11:27:07,2010-06-08 11:13:35,0.01630435108082126,1,1
2010-06-07 11:37:55,2010-06-08 10:44:17,0.016184707736799888,1,1
2010-06-07 12:02:07,2010-06-08 10:44:17,0.016077391527915867,1,1
2010-06-07 12:37:14,2010-06-08 10:44:17,0.01596342681600684,1,1
2010-06-07 12:55:27,2010-06-08 10:44:17,0.015857182793949896,1,1
2010-06-07 13:17:23,2010-06-08 10:44:17,0.01575938145769162,1,1
2010-06-07 13:44:37,2010-06-08 10:44:17,0.01564684675788659,1,1
2010-06-07 13:57:11,2010-06-08 10:44:17,0.015513606143222263,1,1
2010-06-07 14:31:36,2010-06-08 10:44:17,0.01524757308044599,1,1
2010-06-07 14:44:20,2010-06-09 11:10:39,0.015099926863536403,1,1
2010-06-07 14:46:29,2010-06-09 11:10:39,0.014951523093054125,1,1
2010-06-07 15:07:22,2010-06-08 10:44:17,0.014814258252236928,1,1
2010-06-07 15:18:56,2010-06-09 11:10:39,0.014666849092042303,1,1
2010-06-07 15:28:42,2010-06-09 11:10:39,0.014526003276266805,1,1
2010-06-07 15:33:33,2010-06-09 09:42:36,0.014391505254329178,1,1
2010-06-07 15:41:23,2010-06-09 09:42:36,0.014259072648667714,1,1
2010-06-07 15:44:40,2010-06-09 09:42:36,0.014140537861150911,1,1
2010-06-07 15:51:01,2010-06-09 09:42:36,0.014006832012162644,1,1
2010-06-07 15:58:59,2010-06-09 09:42:36,0.013894658596272529,1,1
2010-06-08 09:33:21,2010-06-09 09:42:36,0.013795909597334491,1,1
2010-06-08 09:54:42,2010-06-09 09:42:36,0.013574183265804547,1,1
2010-06-08 10:00:57,2010-06-09 09:42:36,0.013475338792655047,1,1
2010-06-08 10:04:35,2010-06-09 09:42:36,0.013358745803647014,1,1
2010-06-08 10:07:31,2010-06-09 09:42:36,0.013240778844777052,1,1
2010-06-08 10:10:35,2010-06-09 10:23:40,0.013135577211175918,1,1
2010-06-08 10:19:05,2010-06-08 15:52:26,0.013080865023629025,1,1
2010-06-08 10:44:17,2010-06-08 15:33:33,0.013000842278637759,1,1
2010-06-08 10:48:27,2010-06-08 15:33:33,0.012932175356224016,1,1
2010-06-08 10:58:58,2010-06-08 15:38:10,0.012831413004975565,1,1
2010-06-08 11:13:35,2010-06-08 12:00:52,0.012743665840373298,1,1
2010-06-08 11:24:12,2010-06-08 15:52:26,0.012617386195714345,1,1
2010-06-08 11:35:04,2010-06-09 09:42:36,0.01249322042179344,1,1
2010-06-08 11:48:53,2010-06-09 09:42:36,0.012370277358341952,1,1
2010-06-08 12:00:52,2010-06-09 11:10:39,0.012252841193558009,1,1
2010-06-08 12:15:02,2010-06-09 09:42:36,0.012133872304585633,1,1
2010-06-08 12:42:33,2010-06-09 09:42:36,0.012013599009064981,1,1
2010-06-08 13:12:46,2010-06-09 09:42:36,0.011899766234976697,1,1
2010-06-08 13:43:04,2010-06-08 15:38:10,0.011836998431400632,1,1
2010-06-08 14:02:59,2010-06-08 15:38:10,0.011733969104002206,1,1
2010-06-08 14:16:54,2010-06-08 15:38:10,0.011640712195888976,1,1
2010-06-08 14:22:47,2010-06-09 09:42:36,0.01152590064373507,1,1
2010-06-08 14:30:51,2010-06-09 09:42:36,0.011411214905323278,1,1
2010-06-08 14:36:57,2010-06-09 09:42:36,0.011302758294420531,1,1
2010-06-08 14:44:24,2010-06-09 11:10:39,0.011231183652643865,1,1
2010-06-08 14:49:59,2010-06-09 09:42:36,0.011149286790582698,1,1
2010-06-08 14:56:24,2010-06-09 09:42:36,0.011054338677787238,1,1
2010-06-08 15:07:17,2010-06-09 09:42:36,0.01095578963724099,1,1
2010-06-08 15:13:37,2010-06-09 09:42:36,0.010848038351216617,1,1
2010-06-08 15:18:13,2010-06-08 15:44:40,0.010741808782220632,1,1
2010-06-08 15:24:46,2010-06-09 09:42:36,0.010668506773780194,1,1
2010-06-08 15:33:33,2010-06-09 11:10:39,0.010727676485153858,1,1
2010-06-08 15:38:10,2010-06-09 11:10:39,0.010879728254382305,1,1
2010-06-08 15:41:45,2010-06-09 11:10:39,0.011011152856915025,1,1
2010-06-08 15:44:40,2010-06-09 11:10:39,0.011169564552356435,1,1
2010-06-08 15:47:36,2010-06-09 11:10:39,0.011353966046229768,1,1
2010-06-08 15:52:26,2010-06-09 11:35:43,0.0114910496177451,1,1
2010-06-08 15:56:22,2010-06-09 11:10:39,0.011562141750901497,1,1
2010-06-08 15:59:59,2010-06-09 11:35:43,0.011758048775094272,1,1
2010-06-09 09:42:36,2010-06-10 10:00:46,0.011971119422868978,1,1
2010-06-09 10:05:56,2010-06-10 10:00:46,0.012142137783539902,1,1
2010-06-09 10:23:40,2010-06-10 10:00:46,0.012436346922835021,1,1
2010-06-09 10:23:41,2010-06-10 10:00:46,0.01269572737736496,1,1
2010-06-09 10:40:03,2010-06-10 10:00:46,0.01286270524775649,1,1
2010-06-09 11:10:39,2010-06-09 15:17:56,0.013426444416977802,1,1
2010-06-09 11:35:43,2010-06-09 15:17:56,0.013789774934291016,1,1
2010-06-09 12:11:09,2010-06-09 15:17:56,0.013930133519745768,1,1
2010-06-09 12:36:28,2010-06-09 15:43:16,0.014115226262340772,1,1
2010-06-09 13:26:29,2010-06-09 15:17:56,0.01444971421225893,1,1
2010-06-09 13:56:37,2010-06-09 15:44:31,0.014703324142365685,1,1
2010-06-09 14:05:56,2010-06-10 15:25:42,0.014856585402779435,1,1
2010-06-09 14:06:32,2010-06-10 10:00:46,0.014952542182823244,1,1
2010-06-09 14:16:08,2010-06-10 15:28:31,0.015103525290629343,1,1
2010-06-09 14:35:52,2010-06-10 15:53:29,0.015141241936035676,1,1
2010-06-09 14:56:49,2010-06-10 10:00:46,0.015076933576675566,1,1
2010-06-09 15:17:56,2010-06-10 09:30:28,0.014939756018346389,1,1
2010-06-09 15:32:50,2010-06-10 09:34:11,0.01480842834410666,1,1
2010-06-09 15:43:16,2010-06-10 09:30:28,0.014678248545765517,1,1
2010-06-09 15:44:31,2010-06-10 09:30:28,0.014553560545936584,1,1
2010-06-09 15:53:48,2010-06-10 09:30:28,0.014463779968367771,1,1
2010-06-09 15:58:05,2010-06-10 09:30:28,0.01433409148870713,1,1
2010-06-10 09:30:28,2010-06-14 09:30:00,0.014281846801311298,1,1
2010-06-10 09:34:11,2010-06-14 09:30:00,0.014242570733640929,1,1
2010-06-10 09:41:42,2010-06-11 15:48:43,0.014167781114604863,1,1
2010-06-10 09:51:37,2010-06-14 09:30:00,0.014084220925187125,1,1
2010-06-10 10:00:46,2010-06-14 11:22:01,0.014098909510182877,1,1
2010-06-10 10:13:33,2010-06-14 09:30:00,0.014041258596947308,1,1
2010-06-10 10:20:23,2010-06-14 09:30:00,0.013964878899068884,1,1
2010-06-10 10:30:08,2010-06-14 09:30:00,0.013869964694074786,1,1
2010-06-10 10:44:12,2010-06-14 09:30:00,0.013813407731981513,1,1
2010-06-10 11:06:56,2010-06-14 09:30:00,0.013731538537546021,1,1
2010-06-10 11:33:55,2010-06-14 09:30:00,0.013599830968281008,1,1
2010-06-10 11:48:55,2010-06-14 09:30:00,0.013467295224233764,1,1
2010-06-10 11:53:58,2010-06-14 09:30:00,0.01333345372424868,1,1
2010-06-10 11:59:55,2010-06-14 09:30:00,0.013201098526356468,1,1
2010-06-10 12:32:26,2010-06-14 09:30:00,0.013071030163883321,1,1
2010-06-10 12:53:26,2010-06-11 15:48:43,0.012941518946461747,1,1
2010-06-10 12:57:17,2010-06-11 15:48:43,0.012815773720273682,1,1
2010-06-10 13:06:44,2010-06-10 15:53:29,0.012693962293126096,1,1
2010-06-10 13:19:19,2010-06-11 15:48:43,0.012569917033212603,1,1
2010-06-10 13:43:13,2010-06-14 09:30:00,0.012445376888796496,1,1
2010-06-10 14:05:29,2010-06-14 09:30:00,0.012330305969119472,1,1
2010-06-10 14:23:10,2010-06-14 09:30:00,0.012234293251833873,1,1
2010-06-10 14:48:52,2010-06-14 09:30:00,0.012173462772891221,1,1
2010-06-10 15:07:32,2010-06-14 09:30:00,0.012163476217077777,1,1
2010-06-10 15:17:12,2010-06-14 09:30:00,0.01217184607196186,1,1
2010-06-10 15:25:42,2010-06-14 11:00:41,0.012448545067518628,1,1
2010-06-10 15:28:31,2010-06-14 11:22:01,0.012717516159746617,1,1
2010-06-10 15:32:51,2010-06-14 11:22:01,0.012903614970226079,1,1
2010-06-10 15:33:17,2010-06-14 11:22:01,0.013054446209146637,1,1
2010-06-10 15:42:54,2010-06-14 11:22:01,0.013301819969312886,1,1
2010-06-10 15:50:53,2010-06-14 11:22:01,0.013546270162618482,1,1
2010-06-10 15:53:29,2010-06-14 11:22:01,0.013805351223668758,1,1
2010-06-11 09:30:03,2010-06-14 09:30:00,0.013806004256681544,1,1
2010-06-11 09:36:07,2010-06-14 09:30:00,0.013697056670726678,1,1
2010-06-11 09:48:02,2010-06-14 09:30:00,0.013564072587173718,1,1
2010-06-11 09:55:29,2010-06-14 11:00:41,0.013436003407854048,1,1
2010-06-11 10:09:31,2010-06-14 11:22:01,0.01324354119845264,1,1
2010-06-11 10:22:26,2010-06-14 11:22:01,0.013111831740073614,1,1
2010-06-11 10:32:21,2010-06-14 11:22:01,0.012981581570896036,1,1
2010-06-11 10:46:12,2010-06-14 11:00:41,0.012854407256269138,1,1
2010-06-11 11:00:45,2010-06-14 09:30:00,0.012741250585867255,1,1
2010-06-11 11:13:47,2010-06-14 09:30:00,0.012664062951126386,1,1
2010-06-11 11:16:24,2010-06-14 09:30:00,0.012609219609294297,1,1
2010-06-11 11:27:32,2010-06-14 09:30:00,0.012511359428564076,1,1
2010-06-11 11:58:58,2010-06-14 11:00:41,0.012390632363388953,1,1
2010-06-11 12:38:05,2010-06-14 09:30:00,0.012281840995334392,1,1
2010-06-11 13:06:28,2010-06-14 11:00:41,0.01216578216035102,1,1
2010-06-11 13:37:30,2010-06-14 09:30:00,0.01204842023212169,1,1
2010-06-11 13:53:39,2010-06-14 09:30:00,0.011939641773310165,1,1
2010-06-11 14:29:51,2010-06-14 09:30:00,0.011847848764205523,1,1
2010-06-11 14:51:59,2010-06-14 09:30:00,0.011759337968047541,1,1
2010-06-11 15:15:32,2010-06-14 09:30:00,0.011668340915853873,1,1
2010-06-11 15:35:51,2010-06-14 11:00:41,0.01159041421012439,1,1
2010-06-11 15:48:43,2010-06-14 11:22:01,0.011477912909130887,1,1
2010-06-14 09:30:00,2010-06-15 15:44:00,0.011364322646522264,1,1
2010-06-14 09:39:24,2010-06-15 14:22:11,0.01125124574662892,1,1
2010-06-14 09:54:40,2010-06-15 14:22:11,0.011141110572841324,1,1
2010-06-14 10:08:53,2010-06-15 14:22:11,0.011031196168425768,1,1
2010-06-14 10:32:11,2010-06-15 14:22:11,0.010921657513471685,1,1
2010-06-14 11:00:41,2010-06-15 15:44:00,0.010820886702269524,1,1
2010-06-14 11:22:01,2010-06-14 15:42:13,0.010758705669356414,1,1
2010-06-14 11:59:30,2010-06-14 15:42:13,0.0106731613074763,1,1
2010-06-14 12:48:07,2010-06-14 15:42:13,0.01058167360871491,1,1
2010-06-14 13:07:29,2010-06-15 14:22:11,0.010476394234363424,1,1
2010-06-14 13:11:16,2010-06-15 15:33:21,0.010373200117120562,1,1
2010-06-14 13:47:36,2010-06-15 15:44:00,0.010275531080339871,1,1
2010-06-14 14:05:08,2010-06-15 13:19:22,0.010184139706334604,1,1
2010-06-14 14:33:11,2010-06-15 13:19:22,0.010098719867622176,1,1
2010-06-14 15:04:37,2010-06-15 14:22:11,0.010005068928489997,1,1
2010-06-22 14:54:54,2010-06-23 09:46:42,0.010005355693371278,1,1
2010-06-22 15:01:54,2010-06-23 09:46:42,0.010148209440649973,1,1
2010-06-22 15:14:18,2010-06-23 09:46:42,0.010199435830318938,1,1
2010-06-22 15:26:45,2010-06-23 09:46:42,0.010192769168853847,1,1
2010-06-22 15:36:46,2010-06-23 10:00:51,0.010198165810936464,1,1
2010-06-22 15:50:52,2010-06-23 10:00:51,0.010182749489209917,1,1
2010-06-22 15:59:46,2010-06-23 10:07:11,0.010259363833141593,1,1
2010-06-22 15:59:58,2010-06-23 10:00:51,0.010317775156142121,1,1
2010-06-23 09:36:54,2010-06-24 09:31:16,0.01049504678861211,1,1
2010-06-23 09:46:42,2010-06-24 09:50:35,0.010865918626441207,1,1
2010-06-23 10:00:02,2010-06-24 09:59:54,0.011150560312487767,1,1
2010-06-23 10:00:51,2010-06-24 11:23:16,0.01152694706691802,1,1
2010-06-23 10:07:11,2010-06-24 15:15:41,0.011869880286873954,1,1
2010-06-23 10:25:53,2010-06-24 11:23:16,0.012113327014313221,1,1
2010-06-23 10:34:45,2010-06-24 11:23:16,0.012233697833199445,1,1
2010-06-23 10:53:51,2010-06-24 11:23:16,0.012345951549674902,1,1
2010-06-23 11:35:50,2010-06-24 11:23:16,0.012497285740029895,1,1
2010-06-23 11:58:46,2010-06-24 11:23:16,0.012638636961966536,1,1
2010-06-23 12:39:38,2010-06-24 11:23:16,0.01276049572359101,1,1
2010-06-23 13:26:45,2010-06-24 11:23:16,0.012836606320739045,1,1
