date,short_bond,long_bond,kospi,ywo,iau,dbc,vnq,nsd
2006-02-07,8.512084738043768e-05,-0.0003662721887796,-0.0070009859911559,-0.01783725027089389,-0.03652391089016227,-0.02659211344879964,-0.005135167185743583,-0.03616842638890816
2006-02-08,0.0001316846718513,0.000653514688846,-0.0161091832499309,0.00426424660986946,0.007765126381316989,-0.0010626552166623784,-0.001246972661302692,0.006138036547582715
2006-02-09,0.0001941089403736,0.0027955955613698,0.0081059452823817,0.0025889121959039585,0.0263957448161527,0.011643093865304266,0.007050421202412949,-0.013971616775439344
2006-02-10,0.0001448372913692,0.000140826833773,0.0102150393873241,0.0039456955137282534,-0.022075560170971897,-0.015791210426170817,0.00353269699838954,0.0010903581195460532
2006-02-13,0.0004378861300118,9.354561644947525e-05,-0.010873519230980998,-0.02067214324239508,-0.01970099362299393,-0.013796959718110458,0.0032727813581416854,-0.018500831397066264
2006-02-14,0.0001963702157077,0.0011163568867171,0.0056021286566005,0.013817413587181806,0.009608183753975652,-0.0146341120828275,-0.0007590863368704959,-0.006276887783837282
2006-02-15,0.00029737158520499996,0.0008994736925593,-0.0185184144929593,0.0041551306461222745,-0.008164265463520337,-0.009008410075125541,0.014441748102855813,0.009980393182011936
2006-02-16,0.0001212472705507,0.000139390413322,0.0080056650261717,0.014604785954395185,0.011837392976261185,0.009295107330769879,0.003945154249421989,0.006822676948161188
2006-02-17,6.500629829275795e-05,-0.0003654762093603,0.0139100484268173,-0.003820130251900977,0.0019329272511932059,0.008162128102984667,0.004715947043839819,-0.009420723541142095
2006-02-20,0.0003805907181799,0.0004341894582147,0.0115779851924378,0.0,0.0,0.0,0.0,0.0
2006-02-21,0.00014599462545200002,0.0003771336850348,-0.0013062486549761,-0.005509467894064811,0.002321107176218362,0.01678235746146406,-0.0009016867358546676,-0.0011836710279204965
2006-02-22,0.0001593934204517,0.0003910962238506,-0.0043988504429108,0.014668102299488341,0.01167637079217343,-0.008220611790257237,0.019371275651648645,0.009745416699129095
2006-02-23,0.0002098511214398,-0.0001112406336059,0.0152863466414583,-0.006200077605953425,-0.018326930615083725,-0.010742659319141978,-0.008913152519751222,-0.00749405685696658
2006-02-24,0.0001619482896373,0.0002436577763855,0.0033662780912875,0.004330711980170321,0.019970381440154842,0.028311901166356183,-0.0038265241779367187,0.03218525394757776
2006-02-27,0.0003457514748177,-0.0004338537712911,0.0066114737127174,0.005428498128653203,-0.009207469980257343,-0.020018371628015785,-4.5512047043061436e-05,0.015995094682352832
2006-02-28,0.0001227754193831,-0.0003983998701198,-0.0023958037580475,-0.02296454279070126,0.009590663692351951,0.008614721094549083,-0.008457396886742075,-0.03397717888570995
2006-03-01,0.0,0.0,0.0,0.025324683457510492,0.006745769612008346,0.0026359469357011282,0.010593100311803385,0.004291382325018135
2006-03-02,0.0002625562319007,-0.0001021392081277,-0.0028401539193598,-0.005577179325584325,0.002665892551872773,0.009245355086486384,-0.0098857850828864,-0.0208411685099712
2006-03-03,0.0001047431199339,0.0004382418809179,-0.0287413401543803,-0.007972064932536327,0.0015462341107266298,0.01786882453635741,0.003105276771059096,0.025716392948204717
2006-03-06,0.0003263124332928,-0.0008304615398095,0.0118264017190323,-0.003775575686200128,-0.009067145542672959,-0.0061347808920828575,0.02784861751831613,-0.008197987321176825
2006-03-07,9.405090534642112e-05,-0.0008400421724719,-0.0211097365827344,-0.033094106170223014,-0.0011600303815058055,-0.013688390664436056,-0.008216980418051634,-0.03929963904100475
2006-03-08,0.0002033739511624,0.0008178284317903,-0.0019918507984364,0.004624375670376324,-0.022823618930472026,-0.019353115872597467,0.0019736608059233163,0.004350046814622033
2006-03-09,0.0001350500969188,0.0021903191375507,-0.0021635960688621,-0.00037945086528168304,0.010483285825367616,0.013909925972358295,0.011998733865489442,0.02792242572001591
2006-03-10,0.0001280103472787,0.0013664324652218,0.0067343904752652,0.012259478051536377,-0.013278985883550476,-0.009331630204423293,0.004025422854267546,0.09287420934211532
2006-03-13,0.0003203854891378,-0.0007824093976704,0.0137004418809096,0.0003612578333225258,0.008888983551745609,0.013250622142068735,-0.006378136127716871,-0.005779500413698457
2006-03-14,0.0001702739637767,0.0007549536884727,-0.0089920968579919,0.01845586794768117,0.004399345661518339,0.007822283377180383,0.0004239184854526457,-0.007682154205586046
2006-03-15,0.0001455462389667,0.0008148097926046,0.0057738443591253,0.008397139848186795,0.003017787452783693,-0.012286953481870809,0.01759842485357943,0.033153177586758176
2006-03-16,8.839517254521922e-05,-0.0005338772469443,0.0014981500652258,-0.0030372399746223517,0.0049762185999036035,0.011196995011280464,0.012958548842886941,-0.008832509170327185
2006-03-17,0.00015150453811500002,0.0006408148273457,0.0038399808120477,-0.034585559442167124,-0.04099565145916273,-0.043168532441223206,-0.029524846825257363,-0.04936731164883135
2006-03-20,0.0003717308282098,0.0001636405443026,0.0041446441329471,-0.0003489238840774789,-0.002184026783371707,-0.02352521141423836,-0.019701791299972626,0.004101908173971935
2006-03-21,0.0001213059718736,-0.0001121704922155,-0.0074832461428142,0.01910067406333837,0.03281184519550173,0.04193691866809601,0.02677391296764497,0.02174118811375081
2006-03-22,8.568161153554854e-05,0.0001380214414172,-0.020269125944992,0.007940992403055347,0.0016188015202676098,0.0015122142976462527,0.005484581204186156,-0.02909263635774728
2006-03-23,0.0001248827589943,0.000244364816142,0.0018534838206694,0.0020498198311642572,0.00800238041378698,0.025451504270160186,0.011214140803650352,-0.0102102217056661
2006-03-24,0.0001215088328585,-0.0006254017837239,0.0068122792866622,-0.002528127520820433,0.008517974368308145,-0.011179067771587723,-0.010507681601568564,-0.024440864844878615
2006-03-27,0.0003789915450393,0.0005000572456683,0.0068714277542589,0.009277209505228257,0.016559349843920046,0.010628674132183493,-0.006996632431089722,0.02873230592434517
2006-03-28,0.0001273519281621,0.0008686359474889,0.0007288712211916,-0.008888785646764319,-0.0027552534788082284,0.015334966850096166,0.01359581499050222,0.0013704358460024935
2006-03-29,0.000135267166998,0.0007018575346506,0.0010585467368322,0.0053761102649581005,0.011644064027935386,0.00020305766585693164,0.01195562096702396,0.0018615533997738964
2006-03-30,9.040591075049063e-05,9.53471935005723e-06,0.0040586233947434,0.0006320274505213773,0.018679408193420958,0.005563317841271953,-0.02103825235203871,-0.049003812118671775
2006-03-31,0.0001215124857658,-0.0005338339674931,0.0159099488257554,0.009869677703617795,0.0016855298198521493,0.001455388566201421,0.010594882787163584,0.006784899163024605
2006-04-03,0.0003222743740707,-0.0009585102088536,0.01471178449765,0.011747449604165185,-0.0066848680225515275,-0.007751841556835616,-0.0297128515241738,-0.025408672346689087
2006-04-04,4.351131118518481e-05,-0.00017577947161300002,0.0042598034321539,0.008816418629244538,-0.002601547979921293,-0.006996453112819268,-0.008491522066737645,0.0012033533426176744
2006-04-05,0.0001226245200562,0.0005531547753374,0.0022563365385197,0.0009088412089024444,-0.0039193337792688965,-0.0022727613817341567,-0.003107797625460762,0.003015964503948254
2006-04-06,0.0001229197450065,0.0006538903419368,0.0059086169666775,0.0010031421711591546,0.012869439176323992,0.02041884811302808,-0.0013475186519489313,0.02710675241009497
2006-04-07,0.000206449821638,0.0011309637080199,0.0038294514104864,-0.015631481737228725,-0.014166123734879575,-0.007657521543290358,-0.01833673388551027,-0.0014548193585692815
2006-04-10,0.0003150215562897,-0.0005555312368468,-0.0029064701873728,-0.001751804190742945,0.016076204863525234,0.017974214565702695,-0.009836628764231749,0.005024231435372784
2006-04-11,0.0001533127156037,0.0003245060742447,-0.0087704423382453,-0.01213919597593893,-0.010577413037548666,0.0021901844738732024,-0.00430077076370594,-0.014476913001130853
2006-04-12,0.0001230325441508,0.0001388770507944,-0.0017980486273403,0.017080799312829242,0.01759172313325941,0.009686912160493222,0.011693934637690973,0.044681049939184085
2006-04-13,0.0001154044336431,-0.0006332005126825,0.015868056508884,-0.0009154773710715601,0.0010433779016842948,0.0047665892871240345,-0.014887050097460275,-0.001167417315283359
2006-04-14,5.5236153185589394e-05,-0.000630815340763,0.0190251084351098,0.0,0.0,0.0,0.0,0.0
2006-04-17,0.0004046497061569,0.0006764330334919999,-0.0070674642329597,0.0003541986020465515,0.014310505171662768,-0.0006090384233115033,-0.014156516914342275,0.00719989265754073
2006-04-18,0.0001235786474822,0.0002360880264493,0.0030670672513126,0.0239996872740047,0.0057120507119776676,0.006163960419177883,0.017304676827487597,0.010494505210388638
2006-04-19,0.0001229314738893,0.0014173957212015,0.0075676489669422,0.0069202949050382045,0.026188868926398712,0.00789658284389283,0.01040738614128678,-0.001573932929357369
2006-04-20,0.0001579635255453,0.0001597852713537,-0.0025696482442141,0.0055062106581988965,-0.03558004729911701,-0.0037976970034652173,0.0089139557089144,-0.028185346079363068
2006-04-21,0.00021405960858800001,0.0012279595913522,0.0118942576271612,0.0009054439338260777,0.03355171427197412,0.01791805075412789,-0.002804743798613174,-0.02788572644332099
2006-04-24,0.0003857787994174,0.0011959542900523,-0.0141350258704822,-0.013620451019292544,-0.03609053717883271,-0.03026670549126287,-0.015337937134937363,-0.04726028819381334
2006-04-25,9.149919017659158e-05,-0.0003814537065114,0.0001467459097206,-0.007063972281448726,0.026443388855438957,0.009821928034478232,-0.0009399578363975537,-0.017516331684321432
2006-04-26,0.0001343211918829,0.0009128840882155,0.0139262650978464,0.0183642918633371,0.0141912517258298,-0.003437460230172107,-0.0026130175722229865,0.002523603324052104
2006-04-27,0.0001218251700532,0.0001360589462517,0.0009022815937145,-0.01118985611451606,-0.017855880783475442,-0.021144566173578738,0.0008957449914692717,-0.04398854674071195
2006-04-28,0.0002061914694557,0.0017087618241102,-0.0228401508863518,-0.0022872772430773125,0.028119386009867853,0.010789494730728322,-0.002075335192811778,-0.004135329445920989
2006-05-01,0.0,0.0,0.0,0.016128132878574064,0.013987520163761149,0.02424362904843313,0.0012600140233640644,-0.04579841094986037
2006-05-02,0.0004757781404549,0.0003644308465258,0.0106284476831879,0.006389730958876072,0.011502361632008018,0.0007299250687538006,-0.02102050623233609,0.005524376458872382
2006-05-03,6.411079882440164e-05,-0.0003778798257467,0.0001881487216657,-0.0004502476892511709,-0.0021752827440835176,-0.019226873813158463,0.0007431496709333629,-0.00812318925226485
2006-05-04,0.0001857665222058,0.0011719336007267,0.0040678870776993,0.007988729768225511,0.01409067732448577,-0.012337927280340109,0.01384116962356785,-0.0027478007608543464
2006-05-05,0.0,0.0,0.0,0.01905637421979378,0.013341264756711269,0.017365405560079594,0.019214140478219118,0.041006360251511616
