,norm_sr,norm_iso_sr,aon_sr,aon_iso_sr,lin_sr,lin_iso_sr,lop_sr,lop_iso_sr,dp_sr,dp_iso_sr,ecdf_sr,ecdf_iso_sr,sop_sr,sop_iso_sr,primary_sr,BAH_sr,norm_avg,norm_iso_avg,aon_avg,aon_iso_avg,lin_avg,lin_iso_avg,lop_avg,lop_iso_avg,dp_avg,dp_iso_avg,ecdf_avg,ecdf_iso_avg,sop_avg,sop_iso_avg,primary_avg,BAH_avg,norm_std,norm_iso_std,aon_std,aon_iso_std,lin_std,lin_iso_std,lop_std,lop_iso_std,dp_std,dp_iso_std,ecdf_std,ecdf_iso_std,sop_std,sop_iso_std,primary_std,BAH_std,norm_mdd,norm_iso_mdd,aon_mdd,aon_iso_mdd,lin_mdd,lin_iso_mdd,lop_mdd,lop_iso_mdd,dp_mdd,dp_iso_mdd,ecdf_mdd,ecdf_iso_mdd,sop_mdd,sop_iso_mdd,primary_mdd,BAH_mdd
0,2.176723793569002,2.728828054344772,2.010608482802594,2.577865575260245,4.780692328677568,5.577030352365387,3.9232713889306043,4.099598832470905,2.1526371650697445,2.714267690846647,2.7928378163550955,2.873930400720672,2.855569199262397,2.8697873215213714,0.4657504084935912,-0.1718493070234819,0.21494952659277833,0.2880221686227904,0.3599543543011188,0.4204898225988083,0.7034565921538163,1.1117449721815098,0.14123264764240906,0.7427262910743564,0.20603985000984903,0.27876925022714594,0.3039970351947585,0.28764869313722086,0.3191467862284003,0.3078063449176671,0.09350681424039142,-0.045169551209310876,0.08948207871089674,0.09279990787102395,0.15300779196235184,0.13625470754065672,0.11153673674550439,0.13423351554195692,0.03368198872553583,0.135638472807982,0.08706148822702667,0.09063885037597673,0.09509110400092849,0.08801350868619175,0.09705155566133979,0.09355889132051848,0.1919604302708544,0.2689406021760716,-0.12218325461117852,-0.09082836620471568,-0.21085494042861053,-0.15200801751231086,-1.0,-1.0,-1.0,-1.0,-0.11996203623579327,-0.08854510975397811,-0.08713815323954188,-0.06115353584607708,-0.07516204219507427,-0.06733057885531812,-0.5161811560820528,-0.9274879994695542
