timestamp,open,high,low,close,volume
2024-02-25 18:00:00,5095.00,5097.00,5092.75,5093.75,826
2024-02-25 18:01:00,5093.50,5094.00,5093.25,5093.50,159
2024-02-25 18:02:00,5093.75,5094.00,5093.25,5093.75,98
2024-02-25 18:03:00,5094.00,5094.75,5094.00,5094.50,132
2024-02-25 18:04:00,5094.75,5095.25,5094.50,5094.75,165
2024-02-25 18:05:00,5094.75,5095.00,5094.25,5094.75,69
2024-02-25 18:06:00,5094.75,5096.00,5094.75,5096.00,107
2024-02-25 18:07:00,5096.00,5096.75,5095.75,5096.50,149
2024-02-25 18:08:00,5096.50,5097.25,5096.25,5096.50,439
2024-02-25 18:09:00,5096.75,5097.50,5096.75,5097.50,151
2024-02-25 18:10:00,5097.75,5098.00,5096.50,5097.00,242
2024-02-25 18:11:00,5097.00,5097.25,5096.50,5097.25,157
2024-02-25 18:12:00,5097.50,5097.50,5096.75,5097.00,138
2024-02-25 18:13:00,5097.25,5097.50,5096.25,5096.25,183
2024-02-25 18:14:00,5096.25,5096.50,5095.75,5096.50,157
2024-02-25 18:15:00,5096.50,5097.00,5096.50,5096.75,97
2024-02-25 18:16:00,5097.00,5098.00,5097.00,5097.25,238
2024-02-25 18:17:00,5097.25,5097.75,5097.25,5097.25,105
2024-02-25 18:18:00,5097.50,5098.25,5097.50,5097.75,204
2024-02-25 18:19:00,5097.75,5098.00,5097.75,5098.00,70
2024-02-25 18:20:00,5098.00,5098.75,5098.00,5098.75,280
2024-02-25 18:21:00,5098.75,5099.25,5098.75,5098.75,188
2024-02-25 18:22:00,5099.00,5099.25,5098.50,5098.50,170
2024-02-25 18:23:00,5098.75,5098.75,5098.50,5098.75,45
2024-02-25 18:24:00,5098.75,5099.00,5098.75,5099.00,49
2024-02-25 18:25:00,5098.75,5099.50,5098.50,5099.50,166
2024-02-25 18:26:00,5099.50,5100.50,5099.25,5099.75,508
2024-02-25 18:27:00,5099.50,5099.75,5099.25,5099.25,44
2024-02-25 18:28:00,5099.50,5099.75,5099.25,5099.75,55
2024-02-25 18:29:00,5099.50,5099.75,5099.25,5099.50,69
2024-02-25 18:30:00,5099.50,5100.25,5099.50,5100.25,226
2024-02-25 18:31:00,5100.25,5100.75,5100.25,5100.50,249
2024-02-25 18:32:00,5100.75,5100.75,5100.50,5100.50,45
2024-02-25 18:33:00,5100.50,5100.75,5100.25,5100.50,94
2024-02-25 18:34:00,5100.75,5100.75,5100.25,5100.50,36
2024-02-25 18:35:00,5100.25,5100.75,5100.25,5100.75,41
2024-02-25 18:36:00,5100.50,5100.75,5100.25,5100.50,78
2024-02-25 18:37:00,5100.75,5101.00,5099.75,5099.75,321
2024-02-25 18:38:00,5100.00,5100.50,5099.75,5100.25,146
2024-02-25 18:39:00,5100.00,5100.25,5099.75,5099.75,43
2024-02-25 18:40:00,5100.00,5100.25,5099.75,5100.25,63
2024-02-25 18:41:00,5100.50,5101.25,5100.50,5100.75,214
2024-02-25 18:42:00,5100.75,5100.75,5100.50,5100.75,60
2024-02-25 18:43:00,5100.75,5101.00,5100.75,5100.75,32
2024-02-25 18:44:00,5100.75,5101.00,5100.50,5100.75,38
2024-02-25 18:45:00,5100.75,5100.75,5099.75,5100.00,179
2024-02-25 18:46:00,5100.25,5100.50,5100.00,5100.50,67
2024-02-25 18:47:00,5100.25,5100.75,5100.00,5100.50,204
2024-02-25 18:48:00,5100.25,5100.50,5099.75,5100.00,145
2024-02-25 18:49:00,5100.25,5100.25,5099.75,5099.75,291
2024-02-25 18:50:00,5099.75,5100.25,5099.75,5100.00,145
2024-02-25 18:51:00,5100.00,5100.50,5099.75,5100.25,137
2024-02-25 18:52:00,5100.25,5100.75,5100.25,5100.50,52
2024-02-25 18:53:00,5100.25,5100.50,5100.25,5100.25,17
2024-02-25 18:54:00,5100.25,5100.50,5100.00,5100.00,37
2024-02-25 18:55:00,5100.00,5100.00,5099.75,5099.75,31
2024-02-25 18:56:00,5099.75,5099.75,5099.50,5099.75,57
2024-02-25 18:57:00,5099.75,5100.00,5099.75,5100.00,60
2024-02-25 18:58:00,5099.75,5100.00,5099.75,5099.75,29
2024-02-25 18:59:00,5099.50,5099.50,5099.25,5099.25,133
2024-02-25 19:00:00,5099.00,5099.50,5099.00,5099.25,191
2024-02-25 19:01:00,5099.00,5099.00,5098.00,5098.25,166
2024-02-25 19:02:00,5098.25,5098.25,5095.25,5095.50,516
2024-02-25 19:03:00,5095.75,5096.00,5095.00,5095.25,292
2024-02-25 19:04:00,5095.25,5095.75,5094.75,5095.25,188
2024-02-25 19:05:00,5095.25,5095.25,5094.25,5095.00,348
2024-02-25 19:06:00,5095.00,5095.25,5094.25,5094.50,151
2024-02-25 19:07:00,5094.50,5094.75,5094.00,5094.25,227
2024-02-25 19:08:00,5094.50,5094.50,5093.50,5093.75,180
2024-02-25 19:09:00,5093.50,5094.25,5093.50,5094.25,187
2024-02-25 19:10:00,5094.25,5095.75,5094.25,5095.25,387
2024-02-25 19:11:00,5095.50,5096.75,5095.50,5096.50,265
2024-02-25 19:12:00,5096.50,5096.75,5095.25,5095.75,324
2024-02-25 19:13:00,5095.50,5096.00,5095.25,5096.00,70
2024-02-25 19:14:00,5095.75,5096.00,5095.25,5095.50,125
2024-02-25 19:15:00,5095.75,5096.00,5095.25,5095.25,186
2024-02-25 19:16:00,5095.50,5096.50,5095.50,5096.50,119
2024-02-25 19:17:00,5096.50,5096.50,5096.00,5096.25,107
2024-02-25 19:18:00,5096.00,5096.00,5095.50,5095.50,119
2024-02-25 19:19:00,5095.50,5095.50,5094.75,5095.00,231
2024-02-25 19:20:00,5095.00,5095.00,5094.00,5094.25,118
2024-02-25 19:21:00,5094.25,5094.75,5094.00,5094.75,89
2024-02-25 19:22:00,5094.75,5094.75,5093.00,5093.50,329
2024-02-25 19:23:00,5093.50,5094.25,5093.50,5094.00,146
2024-02-25 19:24:00,5094.00,5094.25,5093.75,5094.00,90
2024-02-25 19:25:00,5093.75,5094.25,5093.50,5094.25,79
2024-02-25 19:26:00,5094.25,5094.25,5094.00,5094.25,60
2024-02-25 19:27:00,5094.00,5094.50,5094.00,5094.25,57
2024-02-25 19:28:00,5094.00,5094.25,5093.75,5093.75,62
2024-02-25 19:29:00,5094.00,5094.25,5094.00,5094.25,129
2024-02-25 19:30:00,5094.25,5095.25,5094.25,5095.00,98
2024-02-25 19:31:00,5095.00,5095.25,5094.25,5094.25,80
2024-02-25 19:32:00,5094.50,5094.75,5094.25,5094.25,71
2024-02-25 19:33:00,5094.25,5094.50,5094.00,5094.50,54
2024-02-25 19:34:00,5094.50,5094.50,5094.25,5094.50,48
2024-02-25 19:35:00,5094.75,5094.75,5094.25,5094.50,58
2024-02-25 19:36:00,5094.50,5094.75,5094.50,5094.75,21
2024-02-25 19:37:00,5094.75,5094.75,5093.75,5094.00,96
2024-02-25 19:38:00,5093.75,5094.00,5093.75,5094.00,85
2024-02-25 19:39:00,5093.75,5093.75,5093.25,5093.25,255
2024-02-25 19:40:00,5093.25,5094.00,5093.25,5093.75,169
2024-02-25 19:41:00,5093.75,5094.00,5093.50,5093.50,42
2024-02-25 19:42:00,5093.50,5093.50,5091.50,5092.25,697
2024-02-25 19:43:00,5092.50,5093.00,5092.00,5092.75,183
2024-02-25 19:44:00,5092.75,5093.50,5092.50,5093.00,133
2024-02-25 19:45:00,5092.75,5093.00,5091.75,5091.75,184
2024-02-25 19:46:00,5092.00,5092.50,5091.75,5092.00,158
2024-02-25 19:47:00,5092.25,5092.25,5090.25,5090.75,708
2024-02-25 19:48:00,5091.00,5091.25,5090.25,5090.50,427
2024-02-25 19:49:00,5090.50,5091.00,5090.50,5090.50,111
2024-02-25 19:50:00,5090.50,5090.50,5088.50,5089.25,1076
2024-02-25 19:51:00,5089.25,5089.75,5088.75,5089.50,521
2024-02-25 19:52:00,5089.75,5090.50,5089.50,5090.25,258
2024-02-25 19:53:00,5090.25,5091.25,5090.00,5091.00,262
2024-02-25 19:54:00,5090.75,5091.00,5090.00,5090.25,102
2024-02-25 19:55:00,5090.00,5090.25,5089.50,5089.50,94
2024-02-25 19:56:00,5089.25,5089.75,5088.75,5089.50,247
2024-02-25 19:57:00,5089.50,5089.75,5089.00,5089.50,154
2024-02-25 19:58:00,5089.50,5090.00,5089.25,5089.50,201
2024-02-25 19:59:00,5089.50,5089.75,5089.25,5089.25,68
2024-02-25 20:00:00,5089.50,5090.25,5088.75,5090.00,232
2024-02-25 20:01:00,5090.00,5090.50,5089.25,5089.75,257
2024-02-25 20:02:00,5089.50,5089.75,5089.25,5089.50,90
2024-02-25 20:03:00,5089.25,5090.25,5089.25,5090.00,69
2024-02-25 20:04:00,5090.00,5090.50,5090.00,5090.50,70
2024-02-25 20:05:00,5090.25,5091.00,5090.25,5090.25,156
2024-02-25 20:06:00,5090.50,5090.50,5089.25,5089.25,103
2024-02-25 20:07:00,5089.25,5089.50,5089.00,5089.25,90
2024-02-25 20:08:00,5089.25,5089.50,5088.00,5088.00,240
2024-02-25 20:09:00,5088.00,5089.00,5087.75,5088.75,292
2024-02-25 20:10:00,5088.75,5088.75,5088.00,5088.00,120
2024-02-25 20:11:00,5088.25,5088.25,5087.25,5088.00,334
2024-02-25 20:12:00,5088.00,5088.25,5087.75,5088.00,121
2024-02-25 20:13:00,5088.00,5088.75,5087.75,5088.50,160
2024-02-25 20:14:00,5088.75,5088.75,5088.50,5088.50,95
2024-02-25 20:15:00,5088.25,5088.50,5087.75,5087.75,159
2024-02-25 20:16:00,5087.75,5088.00,5087.50,5088.00,122
2024-02-25 20:17:00,5088.00,5088.25,5088.00,5088.25,119
2024-02-25 20:18:00,5088.25,5088.25,5088.00,5088.00,35
2024-02-25 20:19:00,5088.25,5088.75,5088.00,5088.75,113
2024-02-25 20:20:00,5088.75,5090.00,5088.75,5089.75,281
2024-02-25 20:21:00,5089.75,5090.75,5089.50,5090.50,247
2024-02-25 20:22:00,5090.25,5090.25,5089.75,5089.75,74
2024-02-25 20:23:00,5089.75,5090.50,5089.75,5090.25,123
2024-02-25 20:24:00,5090.00,5091.50,5090.00,5091.50,464
2024-02-25 20:25:00,5091.25,5091.75,5090.75,5091.50,397
2024-02-25 20:26:00,5091.50,5091.75,5091.25,5091.50,238
2024-02-25 20:27:00,5091.50,5091.75,5091.25,5091.25,82
2024-02-25 20:28:00,5091.50,5091.75,5091.50,5091.75,34
2024-02-25 20:29:00,5091.75,5092.25,5091.50,5091.75,94
2024-02-25 20:30:00,5092.00,5092.50,5092.00,5092.25,250
2024-02-25 20:31:00,5092.25,5093.50,5092.25,5093.50,405
2024-02-25 20:32:00,5093.50,5093.50,5092.75,5093.00,153
2024-02-25 20:33:00,5093.25,5094.25,5093.25,5093.75,250
2024-02-25 20:34:00,5094.00,5094.00,5093.25,5093.75,123
2024-02-25 20:35:00,5093.75,5093.75,5092.75,5093.00,217
2024-02-25 20:36:00,5093.00,5093.00,5092.00,5092.00,121
2024-02-25 20:37:00,5092.00,5092.00,5091.75,5092.00,173
2024-02-25 20:38:00,5092.00,5093.00,5092.00,5093.00,204
2024-02-25 20:39:00,5092.75,5093.00,5092.50,5093.00,53
2024-02-25 20:40:00,5092.75,5093.25,5092.75,5093.25,107
2024-02-25 20:41:00,5093.00,5093.75,5093.00,5093.50,93
2024-02-25 20:42:00,5093.25,5093.50,5093.25,5093.50,58
2024-02-25 20:43:00,5093.25,5093.50,5093.25,5093.25,30
2024-02-25 20:44:00,5093.25,5093.50,5093.25,5093.50,36
2024-02-25 20:45:00,5093.50,5094.00,5093.50,5093.75,151
2024-02-25 20:46:00,5093.75,5093.75,5093.50,5093.50,67
2024-02-25 20:47:00,5093.25,5093.50,5093.25,5093.25,65
2024-02-25 20:48:00,5093.25,5093.25,5092.75,5092.75,156
2024-02-25 20:49:00,5092.75,5093.00,5092.25,5092.75,162
2024-02-25 20:50:00,5092.75,5093.00,5092.75,5092.75,44
2024-02-25 20:51:00,5092.50,5092.50,5091.50,5092.00,258
2024-02-25 20:52:00,5092.00,5092.00,5090.75,5091.25,260
2024-02-25 20:53:00,5091.25,5091.25,5090.50,5090.50,140
2024-02-25 20:54:00,5090.75,5090.75,5089.75,5090.25,345
2024-02-25 20:55:00,5090.25,5091.00,5090.00,5091.00,137
2024-02-25 20:56:00,5091.00,5092.25,5091.00,5092.00,170
2024-02-25 20:57:00,5092.00,5092.00,5091.75,5092.00,73
2024-02-25 20:58:00,5092.00,5092.00,5090.75,5091.25,194
2024-02-25 20:59:00,5091.50,5091.50,5089.50,5090.25,319
2024-02-25 21:00:00,5090.25,5090.50,5089.25,5090.00,484
2024-02-25 21:01:00,5090.25,5091.00,5090.25,5090.50,120
2024-02-25 21:02:00,5090.50,5090.75,5090.50,5090.50,55
2024-02-25 21:03:00,5090.50,5091.00,5090.50,5091.00,24
2024-02-25 21:04:00,5091.00,5091.25,5090.75,5090.75,70
2024-02-25 21:05:00,5090.75,5091.25,5090.50,5090.75,92
2024-02-25 21:06:00,5090.75,5091.25,5090.75,5091.00,50
2024-02-25 21:07:00,5091.00,5091.00,5090.75,5091.00,57
2024-02-25 21:08:00,5091.00,5091.00,5090.75,5090.75,56
2024-02-25 21:09:00,5090.75,5091.00,5090.50,5091.00,68
2024-02-25 21:10:00,5091.00,5091.00,5090.50,5090.50,53
2024-02-25 21:11:00,5090.75,5091.50,5090.75,5091.50,71
2024-02-25 21:12:00,5091.50,5092.00,5091.50,5091.50,63
2024-02-25 21:13:00,5091.50,5092.00,5091.50,5091.75,56
2024-02-25 21:14:00,5091.75,5092.25,5091.75,5092.25,73
2024-02-25 21:15:00,5092.25,5092.50,5092.00,5092.50,80
2024-02-25 21:16:00,5092.50,5092.75,5092.25,5092.25,91
2024-02-25 21:17:00,5092.25,5092.50,5092.25,5092.25,33
2024-02-25 21:18:00,5092.50,5092.50,5092.00,5092.25,88
2024-02-25 21:19:00,5092.00,5092.25,5091.75,5092.00,98
2024-02-25 21:20:00,5092.00,5092.00,5091.25,5091.25,76
2024-02-25 21:21:00,5091.25,5091.25,5091.00,5091.25,33
2024-02-25 21:22:00,5091.00,5091.25,5090.50,5090.75,137
2024-02-25 21:23:00,5091.00,5091.00,5090.75,5090.75,19
2024-02-25 21:24:00,5090.75,5092.00,5090.75,5092.00,198
2024-02-25 21:25:00,5091.75,5092.00,5091.50,5091.50,95
2024-02-25 21:26:00,5091.25,5091.75,5091.25,5091.50,52
2024-02-25 21:27:00,5091.50,5091.75,5091.50,5091.75,64
2024-02-25 21:28:00,5091.75,5092.25,5091.75,5092.00,90
2024-02-25 21:29:00,5092.00,5092.25,5092.00,5092.00,34
2024-02-25 21:30:00,5092.00,5092.25,5091.75,5092.00,127
2024-02-25 21:31:00,5091.75,5091.75,5091.25,5091.25,182
2024-02-25 21:32:00,5091.25,5091.50,5090.25,5090.75,331
2024-02-25 21:33:00,5090.50,5090.75,5090.00,5090.50,222
2024-02-25 21:34:00,5090.50,5090.75,5090.00,5090.75,351
2024-02-25 21:35:00,5090.75,5091.00,5090.75,5091.00,71
2024-02-25 21:36:00,5091.00,5091.00,5090.75,5090.75,30
2024-02-25 21:37:00,5091.00,5091.50,5090.75,5091.50,56
2024-02-25 21:38:00,5091.25,5091.75,5091.25,5091.75,75
